0.28,2.526
0.29,2.757
0.3,3.023
0.31,3.55
0.33,4.058
0.35,4.829
0.37,5.409
0.4,6.009
0.44,6.535
0.47,7.204
0.53,8.002
0.61,8.718
0.64,9.227
0.66,9.674
0.71,10.108
0.74,10.585
0.78,11.224
0.81,11.76
0.84,12.448
0.87,13.191
0.94,13.967
0.98,14.753
1.03,15.512
1.11,16.277
1.18,17.082
1.27,17.728
1.33,18.545
1.45,19.372
1.54,20.246
1.6,21.184
1.73,22.333
1.84,23.495
1.97,24.586
2.08,25.872
2.2,27.256
2.32,28.694
2.51,30.152
2.69,31.667
2.86,33.229
3.07,34.914
